Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-01-15,ADANIPORTS,EQ,536.95,536.8,541.0,524.0,528.0,527.95,531.23,5427713,288333825460000.0,72798.0,968451,0.1784
2021-01-18,ADANIPORTS,EQ,527.95,531.0,532.3,503.8,511.1,515.5,517.81,6258367,324066890945000.0,83239.0,1429229,0.2284
2021-01-19,ADANIPORTS,EQ,515.5,516.0,535.0,516.0,533.0,532.8,527.84,6694907,353386046595000.0,82187.0,1584395,0.23670000000000002
2021-01-20,ADANIPORTS,EQ,532.8,529.0,562.5,529.0,556.25,558.6,550.15,14440729,794458514415000.0,159124.0,3532669,0.2446
2021-01-21,ADANIPORTS,EQ,558.6,561.85,561.85,542.65,549.75,547.65,551.88,8870257,489530650745000.0,117414.0,2225834,0.2509
2021-01-22,ADANIPORTS,EQ,547.65,549.5,557.5,531.7,535.0,535.8,545.45,6843849,373300881295000.0,86849.0,879819,0.1286
2021-01-25,ADANIPORTS,EQ,535.8,543.0,547.45,522.0,523.4,523.65,532.01,5816153,309424249010000.0,75883.0,740651,0.1273
2021-01-27,ADANIPORTS,EQ,523.65,528.25,536.0,512.5,516.65,518.85,523.59,8920054,467041192670000.0,105470.0,2047910,0.22960000000000003
2021-01-28,ADANIPORTS,EQ,518.85,515.7,527.95,507.05,520.3,519.1,519.12,5707393,296280775010000.0,72088.0,936612,0.1641
2021-01-29,ADANIPORTS,EQ,519.1,527.55,533.1,507.1,510.0,509.7,520.22,6781488,352787664840000.0,81398.0,1734454,0.25579999999999997
2021-02-01,ADANIPORTS,EQ,509.7,514.3,545.45,500.1,543.8,542.75,521.81,10259084,535325491714999.94,144291.0,2226831,0.21710000000000002
2021-02-02,ADANIPORTS,EQ,542.75,548.7,554.85,540.0,553.3,550.8,547.68,7160471,392165969050000.0,72629.0,1459412,0.20379999999999998
2021-02-03,ADANIPORTS,EQ,550.8,549.55,562.3,542.0,560.0,560.1,555.66,7462289,414651332530000.0,73872.0,2114489,0.2834
2021-02-04,ADANIPORTS,EQ,560.1,557.9,573.4,554.05,568.7,568.4,565.59,6850462,387455003600000.0,76877.0,1712730,0.25
2021-02-05,ADANIPORTS,EQ,568.4,571.0,573.95,561.65,567.6,566.95,568.7,5586868,317723723250000.0,65457.0,1627931,0.2914
2021-02-08,ADANIPORTS,EQ,566.95,572.15,594.0,571.1,583.3,582.05,583.52,8887710,518613338780000.0,118318.0,1676333,0.1886
2021-02-09,ADANIPORTS,EQ,582.05,589.65,589.8,573.2,582.2,581.95,581.89,10917915,635307836325000.0,110355.0,2560778,0.2345
2021-02-10,ADANIPORTS,EQ,581.95,584.75,587.0,550.5,578.4,576.85,567.22,19987392,1133729338570000.0,202060.0,3957004,0.198
2021-02-11,ADANIPORTS,EQ,576.85,576.85,593.7,576.3,590.25,591.85,585.92,10595917,620831090815000.0,98093.0,3353440,0.3165
2021-02-12,ADANIPORTS,EQ,591.85,592.3,621.65,586.1,611.75,616.6,606.51,24953701,1513467738895000.0,253089.0,2468385,0.0989
2021-02-15,ADANIPORTS,EQ,616.6,617.95,639.9,610.8,625.8,627.75,627.65,15146033,950646237865000.0,184606.0,2272380,0.15
2021-02-16,ADANIPORTS,EQ,627.75,629.8,643.5,628.05,637.4,636.55,637.44,15120148,963812511115000.0,241095.0,3202959,0.2118
2021-02-17,ADANIPORTS,EQ,636.55,658.0,670.0,646.9,654.0,655.75,658.2,34868085,2295018949075000.0,469652.0,6455210,0.18510000000000001
2021-02-18,ADANIPORTS,EQ,655.75,660.8,670.0,649.05,664.2,664.05,659.78,13189027,870189151510000.0,161477.0,1913820,0.1451
2021-02-19,ADANIPORTS,EQ,664.05,664.95,676.65,628.65,655.0,653.5,658.84,17553743,1156502239650000.0,219949.0,2021274,0.1151
2021-02-22,ADANIPORTS,EQ,653.5,658.8,678.5,649.0,672.0,673.8,665.66,16739107,1114249564104999.9,200480.0,2307008,0.1378
2021-02-23,ADANIPORTS,EQ,673.8,680.0,682.7,659.25,662.0,662.0,668.7,11247164,752094082150000.0,160718.0,1350422,0.1201
2021-02-24,ADANIPORTS,EQ,662.0,666.7,671.0,653.4,666.4,665.2,665.04,3919187,260639918580000.03,57372.0,707214,0.1804
2021-02-25,ADANIPORTS,EQ,665.2,669.4,711.35,667.15,705.0,704.3,695.14,18596690,1292722154930000.0,226639.0,2949431,0.1586
2021-02-26,ADANIPORTS,EQ,704.3,697.1,703.45,668.0,668.25,675.9,686.34,19909990,1366511384735000.0,220978.0,3346842,0.1681
2021-03-01,ADANIPORTS,EQ,675.9,684.6,704.65,673.3,697.6,692.9,688.54,11600468,798742158295000.0,179958.0,2350242,0.20260000000000003
2021-03-02,ADANIPORTS,EQ,692.9,697.6,724.7,696.0,721.25,720.5,708.76,11486477,814115836805000.0,170602.0,1582541,0.1378
2021-03-03,ADANIPORTS,EQ,720.5,732.0,754.95,723.4,733.25,729.85,739.56,19961472,1476265388370000.0,285506.0,4189813,0.20989999999999998
2021-03-04,ADANIPORTS,EQ,729.85,733.25,765.7,715.85,751.55,752.45,749.5,30607959,2294053636340000.0,388068.0,2462900,0.0805
2021-03-05,ADANIPORTS,EQ,752.45,752.45,761.0,730.5,749.65,748.95,748.31,17665200,1321899080530000.0,245042.0,2561470,0.145
2021-03-08,ADANIPORTS,EQ,748.95,762.7,767.8,744.2,747.8,748.4,754.53,15286852,1153441829550000.0,184855.0,1985582,0.12990000000000002
2021-03-09,ADANIPORTS,EQ,748.4,755.55,759.4,738.65,748.0,750.75,750.81,8548163,641803055595000.0,119726.0,1101595,0.12890000000000001
2021-03-10,ADANIPORTS,EQ,750.75,757.5,759.1,743.0,744.3,745.35,747.93,5235249,391558753860000.0,80675.0,889954,0.17
2021-03-12,ADANIPORTS,EQ,745.35,749.0,752.1,723.0,723.25,728.15,737.27,10961076,808128636825000.0,145204.0,3300543,0.3011
2021-03-15,ADANIPORTS,EQ,728.15,727.8,727.8,706.05,714.9,719.05,714.38,13403595,957531765865000.0,184280.0,4924583,0.3674
2021-03-16,ADANIPORTS,EQ,719.05,731.4,735.7,714.25,715.5,717.35,724.18,14979009,1084752219250000.0,214166.0,2382011,0.159
2021-03-17,ADANIPORTS,EQ,717.35,715.0,716.95,683.8,686.0,688.25,700.79,8151544,571250894920000.0,126227.0,1600958,0.19640000000000002
2021-03-18,ADANIPORTS,EQ,688.25,695.0,705.5,675.4,680.9,679.65,691.5,10925357,755491869110000.0,134874.0,1781340,0.163
2021-03-19,ADANIPORTS,EQ,679.65,677.4,691.5,657.1,688.0,686.25,676.77,10373422,702039012985000.0,114618.0,1900394,0.1832
2021-03-22,ADANIPORTS,EQ,686.25,686.0,726.25,681.0,721.95,721.9,711.91,22864950,1627783234400000.0,314032.0,3097181,0.1355
2021-03-23,ADANIPORTS,EQ,721.9,730.25,755.0,727.1,736.75,738.55,743.33,30612174,2275491601970000.0,390324.0,3171865,0.1036
2021-03-24,ADANIPORTS,EQ,738.55,741.0,750.5,697.65,708.15,706.85,726.81,21213413,1541811482030000.0,273247.0,2649194,0.12490000000000001
2021-03-25,ADANIPORTS,EQ,706.85,711.0,712.35,683.15,687.6,688.25,695.13,16860086,1171993257235000.0,202143.0,2498300,0.1482
2021-03-26,ADANIPORTS,EQ,688.25,698.0,710.7,692.6,702.0,703.05,702.76,12350673,867950816470000.1,156526.0,1209122,0.09789999999999999
2021-03-30,ADANIPORTS,EQ,703.05,703.05,718.0,697.3,710.0,710.55,708.62,9109505,645514430835000.0,137556.0,1318011,0.14470000000000002
2021-03-31,ADANIPORTS,EQ,710.55,705.0,719.9,698.6,702.4,702.4,710.23,7752226,550583412989999.94,105720.0,1464702,0.1889
2021-04-01,ADANIPORTS,EQ,702.4,713.5,742.0,705.0,733.55,736.25,725.68,15017049,1089757839779999.9,166679.0,2293326,0.1527
2021-04-05,ADANIPORTS,EQ,736.25,731.75,745.0,715.0,744.0,742.25,730.14,15622924,1140689241455000.0,205603.0,1431477,0.0916
2021-04-06,ADANIPORTS,EQ,742.25,756.0,852.7,743.0,849.85,835.55,800.35,64555516,5166683380610000.0,747062.0,4484783,0.0695
2021-04-07,ADANIPORTS,EQ,835.55,857.0,885.0,795.0,812.45,814.75,835.16,97717880,8160988307835001.0,1205984.0,8025095,0.0821
2021-04-08,ADANIPORTS,EQ,814.75,818.0,838.0,806.0,824.0,823.0,823.05,34025873,2800488248410000.0,403689.0,2295493,0.0675
2021-04-09,ADANIPORTS,EQ,823.0,824.75,837.0,817.05,822.2,823.6,827.17,21804785,1803621314584999.8,265700.0,2372060,0.10880000000000001
2021-04-12,ADANIPORTS,EQ,823.6,809.9,809.9,735.0,750.0,744.65,762.16,28112240,2142609784555000.0,422020.0,2654132,0.0944
2021-04-13,ADANIPORTS,EQ,744.65,750.0,755.75,701.35,733.1,731.05,723.89,52812517,3823031154430000.5,655274.0,8937704,0.16920000000000002
2021-04-15,ADANIPORTS,EQ,731.05,735.9,754.5,725.0,747.0,750.35,740.39,26108614,1933065400775000.0,335056.0,1749254,0.067
2021-04-16,ADANIPORTS,EQ,750.35,750.9,794.85,743.0,749.15,755.5,770.01,41791181,3217944009940000.0,499686.0,3455564,0.0827
2021-04-19,ADANIPORTS,EQ,755.5,715.0,730.9,707.45,719.0,720.95,721.84,22935238,1655552410130000.0,290362.0,3547157,0.1547
2021-04-20,ADANIPORTS,EQ,720.95,744.7,745.9,710.0,721.0,720.45,729.05,21315167,1553977676420000.0,243616.0,2001506,0.09390000000000001
2021-04-22,ADANIPORTS,EQ,720.45,689.5,744.9,689.5,736.45,737.8,727.53,26840536,1952727646850000.0,325317.0,2446278,0.0911
2021-04-23,ADANIPORTS,EQ,737.8,736.45,746.9,720.1,725.1,725.35,733.59,18435449,1352400926735000.0,204435.0,1361968,0.0739
2021-04-26,ADANIPORTS,EQ,725.35,733.0,739.65,728.9,729.2,730.75,733.25,9390549,688565772360000.0,116457.0,838079,0.0892
2021-04-27,ADANIPORTS,EQ,730.75,735.0,757.5,727.35,748.6,749.15,747.67,20573107,1538191347480000.0,236896.0,1779639,0.08650000000000001
2021-04-28,ADANIPORTS,EQ,749.15,755.0,760.0,741.1,743.4,746.25,751.02,11156977,837910561285000.0,130847.0,1342353,0.12029999999999999
2021-04-29,ADANIPORTS,EQ,746.25,753.2,765.85,743.4,746.4,746.75,753.06,13851910,1043138646979999.9,153293.0,1304895,0.0942
2021-04-30,ADANIPORTS,EQ,746.75,739.0,759.45,724.5,726.4,730.05,743.35,12600934,936691138995000.1,132141.0,3514692,0.27890000000000004
